Season No.,Season,Club,Name,Position,Nationatility
2,2019/20,Burnley,Anders Lindegaard,Goalkeeper,Denmark
2,2019/20,Burnley,Nick Pope,Goalkeeper,England
2,2019/20,Burnley,Adam Legzdins,Goalkeeper,England
2,2019/20,Burnley,Matthew Lowton,Defender,England
2,2019/20,Burnley,Charlie Taylor,Defender,England
2,2019/20,Burnley,James Tarkowski,Defender,England
2,2019/20,Burnley,Ben Mee,Defender,England
2,2019/20,Burnley,Ben Gibson,Defender,England
2,2019/20,Burnley,Stephen Ward,Defender,Ireland
2,2019/20,Burnley,Phil Bardsley,Defender,Scotland
2,2019/20,Burnley,Kevin Long,Defender,Ireland
2,2019/20,Burnley,Anthony Driscoll-Glennon,Defender,England
2,2019/20,Burnley,Jack Cork,Midfielder,England
2,2019/20,Burnley,Jóhann Gudmundsson,Midfielder,Iceland
2,2019/20,Burnley,Robbie Brady,Midfielder,Ireland
2,2019/20,Burnley,Jeff Hendrick,Midfielder,Ireland
2,2019/20,Burnley,Steven Defour,Midfielder,Belgium
2,2019/20,Burnley,Ashley Westwood,Midfielder,England
2,2019/20,Burnley,Aaron Lennon,Midfielder,England
2,2019/20,Burnley,Josh Benson,Midfielder,England
2,2019/20,Burnley,Ashley Barnes,Forward,England
2,2019/20,Burnley,Chris Wood,Forward,New Zealand
2,2019/20,Burnley,Peter Crouch,Forward,England
2,2019/20,Burnley,Matej Vydra,Forward,Czech Republic
2,2019/20,Burnley,Dwight McNeil,Midfielder,England
2,2019/20,Burnley,Daniel Agyei,Forward,England
2,2019/20,Burnley,Jonathan Walters,Forward,Ireland
2,2019/20,Burnley,Sam Vokes,Forward,Wales
2,2019/20,Burnley,Ali Koiki,Defender,England
2,2019/20,Burnley,Ntumba Massanka,Midfielder,England
2,2019/20,Burnley,Nahki Wells,Forward,Bermuda
2,2019/20,Burnley,Aiden O'Neill,Midfielder,Australia
2,2019/20,Burnley,Joel Senior,Defender,England
2,2019/20,Burnley,Erik Pieters,Defender,Netherlands
2,2019/20,Burnley,Jay Rodriguez,Forward,England
2,2019/20,Burnley,Bailey Peacock-Farrell,Goalkeeper,Northern Ireland
2,2019/20,Burnley,Jimmy Dunne,Defender,Ireland
2,2019/20,Burnley,Danny Drinkwater,Midfielder,England
2,2019/20,Burnley,Lewis Richardson,Midfielder,England
2,2019/20,Burnley,Mace Goodridge,Midfielder,England
2,2019/20,Burnley,Josh Brownhill,Midfielder,England
2,2019/20,Burnley,Lukas Jensen,Goalkeeper,Denmark
2,2019/20,Burnley,Bobby Thomas,Defender,England
2,2019/20,Burnley,Max Thompson,Forward,England
2,2019/20,Burnley,Joel Mumbongo,Forward,Sweden
2,2019/20,Chelsea,Kepa Arrizabalaga,Goalkeeper,Spain
2,2019/20,Chelsea,Willy Caballero,Goalkeeper,Argentina
2,2019/20,Chelsea,Robert Green,Goalkeeper,England
2,2019/20,Chelsea,Jamie Cumming,Goalkeeper,England
2,2019/20,Chelsea,Marcin Bulka,Goalkeeper,Poland
2,2019/20,Chelsea,Antonio Rüdiger,Defender,Germany
2,2019/20,Chelsea,Marcos Alonso,Defender,Spain
2,2019/20,Chelsea,Davide Zappacosta,Defender,Italy
2,2019/20,Chelsea,Gary Cahill,Defender,England
2,2019/20,Chelsea,Andreas Christensen,Defender,Denmark
2,2019/20,Chelsea,César Azpilicueta,Defender,Spain
2,2019/20,Chelsea,David Luiz,Defender,Brazil
2,2019/20,Chelsea,Emerson,Defender,Italy
2,2019/20,Chelsea,Ethan Ampadu,Defender,Wales
2,2019/20,Chelsea,Marc Guéhi,Defender,England
2,2019/20,Chelsea,Jorginho,Midfielder,Italy
2,2019/20,Chelsea,Danny Drinkwater,Midfielder,England
2,2019/20,Chelsea,N'Golo Kanté,Midfielder,France
2,2019/20,Chelsea,Ross Barkley,Midfielder,England
2,2019/20,Chelsea,Ruben Loftus-Cheek,Midfielder,England
2,2019/20,Chelsea,Mateo Kovacic,Midfielder,Croatia
2,2019/20,Chelsea,George McEachran,Midfielder,England
2,2019/20,Chelsea,Gonzalo Higuaín,Forward,Argentina
2,2019/20,Chelsea,Pedro,Forward,Spain
2,2019/20,Chelsea,Olivier Giroud,Forward,France
2,2019/20,Chelsea,Callum Hudson-Odoi,Forward,England
2,2019/20,Chelsea,Willian,Forward,Brazil
2,2019/20,Chelsea,Abdul Rahman Baba,Defender,Ghana
2,2019/20,Chelsea,Álvaro Morata,Forward,Spain
2,2019/20,Chelsea,Victor Moses,Defender,Nigeria
2,2019/20,Chelsea,Matt Miazga,Defender,United States
2,2019/20,Chelsea,Cesc Fàbregas,Midfielder,Spain
2,2019/20,Chelsea,Christian Pulisic,Midfielder,United States
2,2019/20,Chelsea,Michael Hector,Defender,Jamaica
2,2019/20,Chelsea,Tammy Abraham,Forward,England
2,2019/20,Chelsea,Tomas Kalas,Defender,Czech Republic
2,2019/20,Chelsea,Ola Aina,Defender,Nigeria
2,2019/20,Chelsea,Reece James,Defender,England
2,2019/20,Chelsea,Trevoh Chalobah,Defender,England
2,2019/20,Chelsea,Conor Gallagher,Midfielder,England
2,2019/20,Chelsea,Iké Ugbo,Forward,Canada
2,2019/20,Chelsea,Kenedy,Midfielder,Brazil
2,2019/20,Chelsea,Lucas Piazon,Midfielder,Brazil
2,2019/20,Chelsea,Kasey Palmer,Midfielder,Jamaica
2,2019/20,Chelsea,Mario Pasalic,Midfielder,Croatia
2,2019/20,Chelsea,Dujon Sterling,Midfielder,England
2,2019/20,Chelsea,Isaiah Brown,Forward,England
2,2019/20,Chelsea,Mateo Kovacic,Midfielder,Croatia
2,2019/20,Chelsea,Tiemoué Bakayoko,Midfielder,France
2,2019/20,Chelsea,Michy Batshuayi,Forward,Belgium
2,2019/20,Chelsea,Ian Maatsen,Defender,Netherlands
2,2019/20,Chelsea,Kurt Zouma,Defender,France
2,2019/20,Chelsea,Fikayo Tomori,Defender,England
2,2019/20,Chelsea,Billy Gilmour,Midfielder,Scotland
2,2019/20,Chelsea,Mason Mount,Midfielder,England
2,2019/20,Chelsea,Karlo Ziger,Goalkeeper,Croatia
2,2019/20,Chelsea,Marco van Ginkel,Midfielder,Netherlands
2,2019/20,Chelsea,Faustino Anjorin,Midfielder,England
2,2019/20,Chelsea,Tariq Lamptey,Defender,England
2,2019/20,Chelsea,Armando Broja,Forward,Albania
2,2019/20,Chelsea,Lewis Bate,Midfielder,England
2,2019/20,Chelsea,Nathan Baxter,Goalkeeper,England
2,2019/20,Chelsea,Lewis Baker,Midfielder,England
2,2019/20,Crystal Palace,Julian Speroni,Goalkeeper,Argentina
2,2019/20,Crystal Palace,Wayne Hennessey,Goalkeeper,Wales
2,2019/20,Crystal Palace,Lucas Perri,Goalkeeper,Brazil
2,2019/20,Crystal Palace,Vicente Guaita,Goalkeeper,Spain
2,2019/20,Crystal Palace,Joe Tupper,Goalkeeper,England
2,2019/20,Crystal Palace,Joel Ward,Defender,England
2,2019/20,Crystal Palace,Patrick van Aanholt,Defender,Netherlands
2,2019/20,Crystal Palace,James Tomkins,Defender,England
2,2019/20,Crystal Palace,Scott Dann,Defender,England
2,2019/20,Crystal Palace,Mamadou Sakho,Defender,France
2,2019/20,Crystal Palace,Jeffrey Schlupp,Midfielder,Ghana
2,2019/20,Crystal Palace,Pape Souaré,Defender,Senegal
2,2019/20,Crystal Palace,Aaron Wan-Bissaka,Defender,England
2,2019/20,Crystal Palace,Martin Kelly,Defender,England
2,2019/20,Crystal Palace,Sam Woods,Defender,England
2,2019/20,Crystal Palace,Luka Milivojevic,Midfielder,Serbia
2,2019/20,Crystal Palace,Max Meyer,Midfielder,Germany
2,2019/20,Crystal Palace,Cheikhou Kouyaté,Midfielder,Senegal
2,2019/20,Crystal Palace,Andros Townsend,Midfielder,England
2,2019/20,Crystal Palace,James McArthur,Midfielder,Scotland
2,2019/20,Crystal Palace,Bakary Sako,Midfielder,Mali
2,2019/20,Crystal Palace,Luke Dreher,Midfielder,England
2,2019/20,Crystal Palace,Giovanni McGregor,Midfielder,England
2,2019/20,Crystal Palace,Jairo Riedewald,Midfielder,Netherlands
2,2019/20,Crystal Palace,Wilfried Zaha,Forward,Cote D’Ivoire
2,2019/20,Crystal Palace,Jordan Ayew,Forward,Ghana
2,2019/20,Crystal Palace,Christian Benteke,Forward,Belgium
2,2019/20,Crystal Palace,Connor Wickham,Forward,England
2,2019/20,Crystal Palace,Michy Batshuayi,Forward,Belgium
2,2019/20,Crystal Palace,Sulaiman Kaikai,Midfielder,Sierra Leone
2,2019/20,Crystal Palace,Nya Kirby,Midfielder,England
2,2019/20,Crystal Palace,Alexander Sørloth,Forward,Norway
2,2019/20,Crystal Palace,Jonathan Williams,Midfielder,Wales
2,2019/20,Crystal Palace,Jordon Mutch,Midfielder,England
2,2019/20,Crystal Palace,Jason David Ian Puncheon,Midfielder,England
2,2019/20,Crystal Palace,Nikola Tavares,Defender,Croatia
2,2019/20,Crystal Palace,Stephen Henderson,Goalkeeper,Ireland
2,2019/20,Crystal Palace,Jordan Ayew,Forward,Ghana
2,2019/20,Crystal Palace,Gary Cahill,Defender,England
2,2019/20,Crystal Palace,Víctor Camarasa,Midfielder,Spain
2,2019/20,Crystal Palace,James McCarthy,Midfielder,Ireland
2,2019/20,Crystal Palace,Sam Woods,Defender,England
2,2019/20,Crystal Palace,Gary Cahill,Defender,England
2,2019/20,Crystal Palace,Tyrick Mitchell,Defender,England
2,2019/20,Crystal Palace,James Daly,Forward,England
2,2019/20,Crystal Palace,Brandon Pierrick,Forward,England
2,2019/20,Crystal Palace,Giovanni McGregor,Midfielder,England
2,2019/20,Crystal Palace,Cenk Tosun,Forward,Turkey
2,2019/20,Crystal Palace,Scott Banks,Midfielder,Scotland
2,2019/20,Crystal Palace,John-Kymani Gordon,Forward,England
2,2019/20,Crystal Palace,Stephen Henderson,Goalkeeper,Ireland
2,2019/20,Crystal Palace,Jaroslaw Jach,Defender,Poland
2,2019/20,Crystal Palace,Ryan Inniss,Defender,England
2,2019/20,Everton,Jordan Pickford,Goalkeeper,England
2,2019/20,Everton,Maarten Stekelenburg,Goalkeeper,Netherlands
2,2019/20,Everton,João Virgínia,Goalkeeper,Portugal
2,2019/20,Everton,Mateusz Hewelt,Goalkeeper,Poland
2,2019/20,Everton,Leighton Baines,Defender,England
2,2019/20,Everton,Michael Keane,Defender,England
2,2019/20,Everton,Kurt Zouma,Defender,France
2,2019/20,Everton,Phil Jagielka,Defender,England
2,2019/20,Everton,Lucas Digne,Defender,France
2,2019/20,Everton,Yerry Mina,Defender,Colombia
2,2019/20,Everton,Séamus Coleman,Defender,Ireland
2,2019/20,Everton,Jonjoe Kenny,Defender,England
2,2019/20,Everton,André Gomes,Midfielder,Portugal
2,2019/20,Everton,Gylfi Sigurdsson,Midfielder,Iceland
2,2019/20,Everton,James McCarthy,Midfielder,Ireland
2,2019/20,Everton,Idrissa Gueye,Midfielder,Senegal
2,2019/20,Everton,Morgan Schneiderlin,Midfielder,France
2,2019/20,Everton,Bernard,Forward,Brazil
2,2019/20,Everton,Tom Davies,Midfielder,England
2,2019/20,Everton,Theo Walcott,Forward,England
2,2019/20,Everton,Cenk Tosun,Forward,Turkey
2,2019/20,Everton,Dominic Calvert-Lewin,Forward,England
2,2019/20,Everton,Richarlison,Forward,Brazil
2,2019/20,Everton,Ademola Lookman,Forward,England
2,2019/20,Everton,Jiang Guangtai,Defender,China
2,2019/20,Everton,Cuco Martina,Defender,Curacao
2,2019/20,Everton,Callum Connolly,Defender,England
2,2019/20,Everton,Yannick Bolasie,Forward,DR Congo
2,2019/20,Everton,Beni Baningime,Midfielder,DR Congo
2,2019/20,Everton,Kieran Dowell,Midfielder,England
2,2019/20,Everton,Mason Holgate,Defender,England
2,2019/20,Everton,Matthew Pennington,Defender,England
2,2019/20,Everton,Sandro Ramírez,Forward,Spain
2,2019/20,Everton,Muhamed Besic,Midfielder,Bosnia & Herzegovina
2,2019/20,Everton,Joe Williams,Midfielder,England
2,2019/20,Everton,Nikola Vlasic,Forward,Croatia
2,2019/20,Everton,Mason Holgate,Defender,England
2,2019/20,Everton,André Gomes,Midfielder,Portugal
2,2019/20,Everton,Jonas Lössl,Goalkeeper,Denmark
2,2019/20,Everton,Luke Garbutt,Defender,England
2,2019/20,Everton,Kevin Mirallas,Midfielder,Belgium
2,2019/20,Everton,Henry Onyekuru,Forward,Nigeria
2,2019/20,Everton,Shani Tarashaj,Forward,Switzerland
2,2019/20,Everton,Oumar Niasse,Forward,Senegal
2,2019/20,Everton,Fabian Delph,Midfielder,England
2,2019/20,Everton,Jean-Philippe Gbamin,Midfielder,Cote D’Ivoire
2,2019/20,Everton,Moise Kean,Forward,Italy
2,2019/20,Everton,Djibril Sidibé,Defender,France
2,2019/20,Everton,Alexander Iwobi,Forward,Nigeria
2,2019/20,Everton,Anthony Gordon,Forward,England
2,2019/20,Everton,Dennis Adeniran,Midfielder,England
2,2019/20,Everton,Lewis Gibson,Defender,England
2,2019/20,Everton,João Virgínia,Goalkeeper,Portugal
2,2019/20,Everton,Jarrad Branthwaite,Defender,England
2,2019/20,Everton,Cenk Tosun,Forward,Turkey
2,2019/20,Everton,Ellis Simms,Forward,England
2,2019/20,Everton,Jonas Lössl,Goalkeeper,Denmark
2,2019/20,Leicester City,Kasper Schmeichel,Goalkeeper,Denmark
2,2019/20,Leicester City,Danny Ward,Goalkeeper,Wales
2,2019/20,Leicester City,Eldin Jakupovic,Goalkeeper,Switzerland
2,2019/20,Leicester City,Danny Simpson,Defender,England
2,2019/20,Leicester City,Ben Chilwell,Defender,England
2,2019/20,Leicester City,Çaglar Söyüncü,Defender,Turkey
2,2019/20,Leicester City,Wes Morgan,Defender,Jamaica
2,2019/20,Leicester City,Jonny Evans,Defender,Northern Ireland
2,2019/20,Leicester City,Ricardo Pereira,Defender,Portugal
2,2019/20,Leicester City,Harry Maguire,Defender,England
2,2019/20,Leicester City,Christian Fuchs,Defender,Austria
2,2019/20,Leicester City,Demarai Gray,Midfielder,England
2,2019/20,Leicester City,James Maddison,Midfielder,England
2,2019/20,Leicester City,Marc Albrighton,Midfielder,England
2,2019/20,Leicester City,Daniel Amartey,Defender,Ghana
2,2019/20,Leicester City,Harvey Barnes,Midfielder,England
2,2019/20,Leicester City,Youri Tielemans,Midfielder,Belgium
2,2019/20,Leicester City,Matty James,Midfielder,England
2,2019/20,Leicester City,Nampalys Mendy,Midfielder,Senegal
2,2019/20,Leicester City,Wilfred Ndidi,Midfielder,Nigeria
2,2019/20,Leicester City,Rachid Ghezzal,Midfielder,Algeria
2,2019/20,Leicester City,Hamza Choudhury,Midfielder,England
2,2019/20,Leicester City,Thakgalo Leshabela,Midfielder,South Africa
2,2019/20,Leicester City,Kelechi Iheanacho,Forward,Nigeria
2,2019/20,Leicester City,Jamie Vardy,Forward,England
2,2019/20,Leicester City,Shinji Okazaki,Forward,Japan
2,2019/20,Leicester City,Yohan Benalouane,Defender,Tunisia
2,2019/20,Leicester City,Vicente Iborra,Midfielder,Spain
2,2019/20,Leicester City,Filip Benkovic,Defender,Croatia
2,2019/20,Leicester City,Bartosz Kapustka,Midfielder,Poland
2,2019/20,Leicester City,Leonardo Ulloa,Forward,Argentina
2,2019/20,Leicester City,James Justin,Defender,England
2,2019/20,Leicester City,Josh Knight,Defender,England
2,2019/20,Leicester City,Adrien Silva,Midfielder,Portugal
2,2019/20,Leicester City,Andy King,Midfielder,Wales
2,2019/20,Leicester City,Fousseni Diabaté,Forward,Mali
2,2019/20,Leicester City,George Thomas,Forward,Wales
2,2019/20,Leicester City,Ayoze Pérez,Forward,Spain
2,2019/20,Leicester City,Youri Tielemans,Midfielder,Belgium
2,2019/20,Leicester City,Daniel Iversen,Goalkeeper,Denmark
2,2019/20,Leicester City,Callum Elder,Defender,Australia
2,2019/20,Leicester City,Adam Leathers,Midfielder,England
2,2019/20,Leicester City,Ethan Fitzhugh,Midfielder,England
2,2019/20,Leicester City,Admiral Muskwe,Forward,Zimbabwe
2,2019/20,Leicester City,Will Russ,Forward,Wales
2,2019/20,Leicester City,Viktor Johansson,Goalkeeper,Sweden
2,2019/20,Leicester City,Vontae Daley-Campbell,Defender,England
2,2019/20,Leicester City,Callum Wright,Midfielder,England
2,2019/20,Leicester City,Terell Pennant,Forward,England
2,2019/20,Leicester City,Layton Ndukwu,Forward,England
2,2019/20,Leicester City,Calvin Bassey,Defender,England
2,2019/20,Leicester City,Sidnei Tavares,Midfielder,Portugal
2,2019/20,Leicester City,Elliott Moore,Defender,England
2,2019/20,Leicester City,Dennis Praet,Midfielder,Belgium
2,2019/20,Leicester City,Kiernan Dewsbury-Hall,Midfielder,England
2,2019/20,Leicester City,Ryan Bennett,Defender,England
2,2019/20,Leicester City,Islam Slimani,Forward,Algeria
2,2019/20,Leicester City,Darnell Johnson,Defender,England
2,2019/20,Leicester City,Luke Thomas,Defender,England
2,2019/20,Leicester City,George Hirst,Forward,England
2,2019/20,Liverpool,Alisson,Goalkeeper,Brazil
2,2019/20,Liverpool,Simon Mignolet,Goalkeeper,Belgium
2,2019/20,Liverpool,Caoimhin Kelleher,Goalkeeper,Ireland
2,2019/20,Liverpool,Virgil van Dijk,Defender,Netherlands
2,2019/20,Liverpool,Dejan Lovren,Defender,Croatia
2,2019/20,Liverpool,Joseph Gomez,Defender,England
2,2019/20,Liverpool,Alberto Moreno,Defender,Spain
2,2019/20,Liverpool,Andrew Robertson,Defender,Scotland
2,2019/20,Liverpool,Joel Matip,Defender,Cameroon
2,2019/20,Liverpool,Ki-Jana Hoever,Defender,Netherlands
2,2019/20,Liverpool,Trent Alexander-Arnold,Defender,England
2,2019/20,Liverpool,Fabinho,Midfielder,Brazil
2,2019/20,Liverpool,Georginio Wijnaldum,Midfielder,Netherlands
2,2019/20,Liverpool,James Milner,Midfielder,England
2,2019/20,Liverpool,Naby Keïta,Midfielder,Guinea
2,2019/20,Liverpool,Jordan Henderson,Midfielder,England
2,2019/20,Liverpool,Adam Lallana,Midfielder,England
2,2019/20,Liverpool,Alex Oxlade-Chamberlain,Midfielder,England
2,2019/20,Liverpool,Curtis Jones,Midfielder,England
2,2019/20,Liverpool,Isaac Christie-Davies,Midfielder,Wales
2,2019/20,Liverpool,Rafael Camacho,Midfielder,Portugal
2,2019/20,Liverpool,Roberto Firmino,Forward,Brazil
2,2019/20,Liverpool,Sadio Mané,Forward,Senegal
2,2019/20,Liverpool,Mohamed Salah,Forward,Egypt
2,2019/20,Liverpool,Daniel Sturridge,Forward,England
2,2019/20,Liverpool,Xherdan Shaqiri,Midfielder,Switzerland
2,2019/20,Liverpool,Rhian Brewster,Forward,England
2,2019/20,Liverpool,Divock Origi,Forward,Belgium
2,2019/20,Liverpool,Ben Woodburn,Forward,Wales
2,2019/20,Liverpool,Allan,Midfielder,Brazil
2,2019/20,Liverpool,Lazar Markovic,Midfielder,Serbia
2,2019/20,Liverpool,Kamil Grabara,Goalkeeper,Poland
2,2019/20,Liverpool,Dominic Solanke,Forward,England
2,2019/20,Liverpool,Sheyi Ojo,Midfielder,England
2,2019/20,Liverpool,Ragnar Klavan,Defender,Estonia
2,2019/20,Liverpool,Sepp van den Berg,Defender,Netherlands
2,2019/20,Liverpool,Nathaniel Clyne,Defender,England
2,2019/20,Liverpool,Harry Wilson,Midfielder,Wales
2,2019/20,Liverpool,Vítezslav Jaros,Goalkeeper,Czech Republic
2,2019/20,Liverpool,Daniel Atherton,Goalkeeper,England
2,2019/20,Liverpool,George Johnston,Defender,Scotland
2,2019/20,Liverpool,Yasser Larouci,Defender,France
2,2019/20,Liverpool,Nathaniel Phillips,Defender,England
2,2019/20,Liverpool,Paul Glatzel,Midfielder,England
2,2019/20,Liverpool,Adam Lewis,Midfielder,England
2,2019/20,Liverpool,Ryan Kent,Midfielder,England
2,2019/20,Liverpool,Bobby Duncan,Forward,England
2,2019/20,Liverpool,Andy Lonergan,Goalkeeper,England
2,2019/20,Liverpool,Harvey Elliott,Midfielder,England
2,2019/20,Liverpool,Adrián,Goalkeeper,Spain
2,2019/20,Liverpool,Ovie Ejaria,Midfielder,England
2,2019/20,Liverpool,Pedro Chirivella,Midfielder,Spain
2,2019/20,Liverpool,Herbie Kane,Midfielder,England
2,2019/20,Liverpool,Luis Longstaff,Midfielder,England
2,2019/20,Liverpool,Leighton Clarkson,Midfielder,England
2,2019/20,Liverpool,Neco Williams,Defender,Wales
2,2019/20,Liverpool,Billy Koumetio,Defender,France
2,2019/20,Liverpool,Ben Winterbottom,Goalkeeper,England
2,2019/20,Liverpool,Tony Gallacher,Defender,Scotland
2,2019/20,Liverpool,Thomas Clayton,Defender,Scotland
2,2019/20,Liverpool,Morgan Boyes,Defender,Wales
2,2019/20,Liverpool,James Norris,Defender,England
2,2019/20,Liverpool,Elijah Dixon-Bonner,Midfielder,England
2,2019/20,Liverpool,Jack Bearne,Midfielder,England
2,2019/20,Liverpool,Layton Stewart,Forward,England
2,2019/20,Liverpool,Thomas Hill,Forward,England
2,2019/20,Liverpool,Takumi Minamino,Forward,Japan
2,2019/20,Liverpool,Jake Cain,Midfielder,England
2,2019/20,Liverpool,Liam Millar,Forward,Canada
2,2019/20,Liverpool,Joseph Hardy,Forward,England
2,2019/20,Liverpool,Marko Grujic,Midfielder,Serbia
2,2019/20,Liverpool,Loris Karius,Goalkeeper,Germany
2,2019/20,Liverpool,Taiwo Awoniyi,Forward,Nigeria
2,2019/20,Manchester City,Claudio Bravo,Goalkeeper,Chile
2,2019/20,Manchester City,Ederson,Goalkeeper,Brazil
2,2019/20,Manchester City,Daniel Grimshaw,Goalkeeper,England
2,2019/20,Manchester City,Arijanet Muric,Goalkeeper,Kosovo
2,2019/20,Manchester City,Kyle Walker,Defender,England
2,2019/20,Manchester City,Danilo,Defender,Brazil
2,2019/20,Manchester City,Vincent Kompany,Defender,Belgium
2,2019/20,Manchester City,John Stones,Defender,England
2,2019/20,Manchester City,Aymeric Laporte,Defender,Spain
2,2019/20,Manchester City,Eliaquim Mangala,Defender,France
2,2019/20,Manchester City,Benjamin Mendy,Defender,France
2,2019/20,Manchester City,Nicolás Otamendi,Defender,Argentina
2,2019/20,Manchester City,Philippe Sandler,Defender,Netherlands
2,2019/20,Manchester City,Eric García,Defender,Spain
2,2019/20,Manchester City,Cameron Humphreys-Grant,Defender,England
2,2019/20,Manchester City,Ilkay Gündogan,Midfielder,Germany
2,2019/20,Manchester City,Kevin De Bruyne,Midfielder,Belgium
2,2019/20,Manchester City,Fabian Delph,Midfielder,England
2,2019/20,Manchester City,Bernardo Silva,Midfielder,Portugal
2,2019/20,Manchester City,David Silva,Midfielder,Spain
2,2019/20,Manchester City,Fernandinho,Midfielder,Brazil
2,2019/20,Manchester City,Riyad Mahrez,Forward,Algeria
2,2019/20,Manchester City,Oleksandr Zinchenko,Defender,Ukraine
2,2019/20,Manchester City,Phil Foden,Midfielder,England
2,2019/20,Manchester City,Felix Nmecha,Midfielder,England
2,2019/20,Manchester City,Claudio Gomes,Midfielder,France
2,2019/20,Manchester City,Adrián Bernabé,Midfielder,Spain
2,2019/20,Manchester City,Raheem Sterling,Forward,England
2,2019/20,Manchester City,Sergio Agüero,Forward,Argentina
2,2019/20,Manchester City,Leroy Sané,Forward,Germany
2,2019/20,Manchester City,Gabriel Jesus,Forward,Brazil
2,2019/20,Manchester City,Taylor Richards,Forward,England
2,2019/20,Manchester City,Marlos Moreno,Forward,Colombia
2,2019/20,Manchester City,Brahim Díaz,Forward,Spain
2,2019/20,Manchester City,Jason Denayer,Defender,Belgium
2,2019/20,Manchester City,Daniel Arzani,Midfielder,Australia
2,2019/20,Manchester City,Patrick Roberts,Midfielder,England
2,2019/20,Manchester City,Erik Palmer-Brown,Defender,United States
2,2019/20,Manchester City,Tosin Adarabioyo,Defender,England
2,2019/20,Manchester City,Luke Bolton,Midfielder,England
2,2019/20,Manchester City,Lukas Nmecha,Forward,Germany
2,2019/20,Manchester City,Angeliño,Defender,Spain
2,2019/20,Manchester City,Rodri,Midfielder,Spain
2,2019/20,Manchester City,Taylor Harwood-Bellis,Defender,England
2,2019/20,Manchester City,Alpha Richard Dionkou,Defender,Senegal
2,2019/20,Manchester City,Tommy Doyle,Midfielder,England
2,2019/20,Manchester City,Ben Knight,Midfielder,England
2,2019/20,Manchester City,Iker Pozo,Midfielder,Spain
2,2019/20,Manchester City,Aleix García,Midfielder,Spain
2,2019/20,Manchester City,Nabili Zoubdi Touaizi,Forward,Morocco
2,2019/20,Manchester City,Gavin Bazunu,Goalkeeper,Ireland
2,2019/20,Manchester City,João Cancelo,Defender,Portugal
2,2019/20,Manchester City,Scott Carson,Goalkeeper,England
2,2019/20,Manchester City,Pedro Porro,Defender,Spain
2,2019/20,Manchester City,Tommy Doyle,Midfielder,England
2,2019/20,Manchester City,Ian Poveda-Ocampo,Forward,England
2,2019/20,Manchester City,Mix Diskerud,Midfielder,United States
2,2019/20,Manchester City,Cole Palmer,Midfielder,England
2,2019/20,Manchester City,Zack Steffen,Goalkeeper,United States
2,2019/20,Manchester City,Slobodan Tedic,Forward,Serbia
2,2019/20,Manchester United,David de Gea,Goalkeeper,Spain
2,2019/20,Manchester United,Lee Grant,Goalkeeper,England
2,2019/20,Manchester United,Sergio Romero,Goalkeeper,Argentina
2,2019/20,Manchester United,Victor Lindelöf,Defender,Sweden
2,2019/20,Manchester United,Eric Bailly,Defender,Cote D’Ivoire
2,2019/20,Manchester United,Phil Jones,Defender,England
2,2019/20,Manchester United,Chris Smalling,Defender,England
2,2019/20,Manchester United,Marcos Rojo,Defender,Argentina
2,2019/20,Manchester United,Ashley Young,Defender,England
2,2019/20,Manchester United,Diogo Dalot,Defender,Portugal
2,2019/20,Manchester United,Luke Shaw,Defender,England
2,2019/20,Manchester United,Antonio Valencia,Defender,Ecuador
2,2019/20,Manchester United,Matteo Darmian,Defender,Italy
2,2019/20,Manchester United,Paul Pogba,Midfielder,France
2,2019/20,Manchester United,Juan Mata,Midfielder,Spain
2,2019/20,Manchester United,Jesse Lingard,Midfielder,England
2,2019/20,Manchester United,Andreas Pereira,Midfielder,Brazil
2,2019/20,Manchester United,Fred,Midfielder,Brazil
2,2019/20,Manchester United,Ander Herrera,Midfielder,Spain
2,2019/20,Manchester United,Nemanja Matic,Midfielder,Serbia
2,2019/20,Manchester United,James Garner,Midfielder,England
2,2019/20,Manchester United,Scott McTominay,Midfielder,Scotland
2,2019/20,Manchester United,Tahith Chong,Midfielder,Netherlands
2,2019/20,Manchester United,Angel Gomes,Midfielder,England
2,2019/20,Manchester United,Alexis Sánchez,Forward,Chile
2,2019/20,Manchester United,Romelu Lukaku,Forward,Belgium
2,2019/20,Manchester United,Marcus Rashford,Forward,England
2,2019/20,Manchester United,Anthony Martial,Forward,France
2,2019/20,Manchester United,Joshua Bohui,Forward,England
2,2019/20,Manchester United,Mason Greenwood,Forward,England
2,2019/20,Manchester United,Marouane Fellaini,Midfielder,Belgium
2,2019/20,Manchester United,Ethan Hamilton,Midfielder,Scotland
2,2019/20,Manchester United,Daniel James,Midfielder,Wales
2,2019/20,Manchester United,Kieran O'Hara,Goalkeeper,Ireland
2,2019/20,Manchester United,Aaron Wan-Bissaka,Defender,England
2,2019/20,Manchester United,Timothy Fosu-Mensah,Defender,Netherlands
2,2019/20,Manchester United,Axel Tuanzebe,Defender,England
2,2019/20,Manchester United,Joel Pereira,Goalkeeper,Portugal
2,2019/20,Manchester United,Harry Maguire,Defender,England
2,2019/20,Manchester United,Brandon Williams,Defender,England
2,2019/20,Manchester United,Matej Kovar,Goalkeeper,Czech Republic
2,2019/20,Manchester United,Ethan Laird,Defender,England
2,2019/20,Manchester United,Max Taylor,Defender,England
2,2019/20,Manchester United,Di'Shon Bernard,Defender,England
2,2019/20,Manchester United,Teden Mengi,Defender,England
